ATCOCode	CommonName	Lon	Lat	NatGazLocality
45020483	Chidswell Lane Leeds Road	-1.5992	53.70568	Chidswell
45020484	Owl Lane Dewsbury Rugby League Stadium	-1.60073	53.7	Shaw Cross (Dewsbury)
45020485	Owl Lane Leeds Road	-1.6034	53.70287	Shaw Cross (Dewsbury)
45020486	Owl Lane Leeds Road	-1.60364	53.70297	Shaw Cross (Dewsbury)
45020487	John Ormsby Way Leeds Road	-1.60505	53.7026	Shaw Cross (Dewsbury)
45020488	John Ormsby Way Leeds Road	-1.60481	53.70277	Shaw Cross (Dewsbury)
45020489	Dewsbury Road Waterton Road	-1.52281	53.67829	Flanshaw
45020490	Dewsbury Road Whitehall Street	-1.52012	53.67851	Flanshaw
45020491	Dewsbury Road Manor Road	-1.5189	53.67855	Flanshaw
45020492	Dewsbury Road Manor Road	-1.51804	53.67866	Flanshaw
45020493	Dewsbury Road Hanover Street	-1.51595	53.67904	Flanshaw
45020494	Alverthorpe Road Denhale Avenue	-1.51716	53.68107	Alverthorpe
45020495	Alverthorpe Road Henry Street	-1.51763	53.68138	Alverthorpe
45020496	New Scarborough Rufford Street	-1.51772	53.68248	Flanshaw
45020497	New Scarborough Rufford Street	-1.51809	53.68323	Flanshaw
45020498	Peacock Avenue Walker Avenue	-1.5209	53.68781	Alverthorpe
45020499	Silcoates Street Walker Avenue	-1.51631	53.68846	St Johns (Wakefield)
45020500	Batley Road Peacock Avenue	-1.52093	53.68572	Flanshaw
45020501	Baildon Road Temple Rhydding Drive	-1.76528	53.84719	Baildon
45020502	Baildon Road Temple Rhydding Drive	-1.76563	53.84728	Baildon
45020503	Baildon Road Sandals Road	-1.76682	53.84852	Baildon
45020504	Baildon Road Station Road	-1.76684	53.84871	Baildon
45020505	Browgate Green Road	-1.76759	53.8507	Baildon
45020506	Browgate The Croft	-1.7673	53.8507	Baildon
45020507	Jenny Lane Laburnam Drive	-1.76493	53.85504	Baildon
45020508	Heygate Lane Heygate Close	-1.76238	53.85489	Baildon
45020509	Holden Lane	-1.76121	53.85269	Baildon
45020510	Kirkfields Fennel Road	-1.75752	53.85145	Baildon
45020511	Westgate Newton Way	-1.76884	53.85254	Baildon
45020512	Newton Way Springfield Road	-1.76905	53.85289	Baildon
45020513	The Grove Providence Avenue	-1.77034	53.85408	Baildon
45020514	Acre Rise Brantcliffe Drive	-1.77316	53.85499	Baildon
45020515	Collier Lane Bentley Close	-1.77488	53.85396	Baildon
45020516	Collier Lane Strathmore Drive	-1.77265	53.85297	Baildon
45020517	West Lane Bank Crest	-1.77187	53.85147	Baildon
45020518	West Lane Belmont Avenue	-1.77436	53.85013	Baildon
45020519	West Lane Belmont Avenue	-1.77759	53.84864	Baildon
45020520	West Lane Highmoor Walk	-1.78273	53.84709	Baildon
45020521	West Lane Westleigh Drive	-1.78598	53.8474	Saltaire (Shipley)
45020522	West Lane Westleigh Drive	-1.78595	53.84748	Saltaire (Shipley)
45020523	West Lane Dene Hill	-1.79145	53.84745	Saltaire (Shipley)
45020524	Lucy Hall Drive Rylstone Road	-1.79541	53.84739	Saltaire (Shipley)
45020525	Lucy Hall Drive Prod Lane	-1.79877	53.84635	Saltaire (Shipley)
45020526	Saltaire Roundabout	-1.79516	53.83556	Saltaire (Shipley)
45020527	Saltaire Roundabout	-1.79537	53.83538	Saltaire (Shipley)
45020528	Saltaire Roundabout	-1.79524	53.83558	Saltaire (Shipley)
45020529	Saltaire Roundabout	-1.79534	53.83558	Saltaire (Shipley)
45020530	Bingley Road Dallam Road	-1.79884	53.83556	Saltaire (Shipley)
45020531	Bingley Road Sherwood Grove	-1.7992	53.83545	Saltaire (Shipley)
45020532	Bingley Road Nab Wood	-1.80662	53.83495	Nab Wood (Shipley)
45020533	Bingley Road Saltaire	-1.80765	53.83503	Nab Wood (Shipley)
45020534	Bingley Road Branksome Drive	-1.81018	53.83412	Nab Wood (Shipley)
45020535	Bradford Road Nab Lane	-1.81064	53.83359	Nab Wood (Shipley)
45020536	Bradford Road Nab Wood	-1.81465	53.83323	Nab Wood (Shipley)
45020537	Bradford Road Nab Wood	-1.8157	53.83312	Nab Wood (Shipley)
45020538	Bradford Road Cottingley New Road	-1.82011	53.83365	Cottingley (Bradford)
45020539	Cottingley New Road Bradford Road	-1.82105	53.83281	Cottingley (Bradford)
45020540	Cottingley New Road Bradford Old Road	-1.82121	53.83087	Cottingley (Bradford)
45020541	Cottingley New Road Hollings Street	-1.8209	53.82975	Cottingley (Bradford)
45020542	Bradford Old Road Main Street	-1.8209	53.82898	Cottingley (Bradford)
45020543	Bradford Old Road Throstle Nest Farm	-1.82051	53.82855	Cottingley (Bradford)
45020544	Cottingley Moor Road Bradford Old Road	-1.82133	53.82762	Cottingley (Bradford)
45020545	Cottingley Moor Road Lee Lane	-1.82875	53.82245	Sandy Lane (W Yorks)
45020546	Cottingley Cliffe Road Stair Foot Farm	-1.81883	53.8265	Cottingley (Bradford)
45020547	Cottingley Cliffe Road Cottingley	-1.81868	53.82626	Cottingley (Bradford)
45020548	Cottingley Cliffe Road New Brighton	-1.81584	53.82589	Cottingley (Bradford)
45020549	Cottingley Cliffe Road New Brighton	-1.81585	53.82599	Cottingley (Bradford)
45020550	Toller Lane Toller Drive	-1.79827	53.81401	Heaton (Bradford)
45020551	Toller Lane Toller Drive	-1.79745	53.81391	Heaton (Bradford)
45020552	Toller Lane Duchy Drive	-1.79396	53.81174	Heaton (Bradford)
45020553	Toller Lane Heaton Park Drive	-1.79371	53.81173	Heaton (Bradford)
45020554	Toller Lane Lynton Drive	-1.79218	53.81054	Heaton (Bradford)
45020555	Toller Lane Lynton Drive	-1.79229	53.81046	Heaton (Bradford)
45020556	Toller Lane Roundabout	-1.78789	53.80671	Girlington
45020557	Toller Lane Roundabout	-1.78776	53.80653	Girlington
45020558	Manor Road Airedale Avenue	-1.82894	53.8294	Cottingley (Bradford)
45020559	Hope Hill View Airedale Avenue	-1.83244	53.83173	Cottingley (Bradford)
45020560	Hope Hill View Airedale Avenue	-1.83268	53.83154	Cottingley (Bradford)
45020561	Airedale Avenue Woodside View	-1.8338	53.82904	Cottingley (Bradford)
45020562	Airedale Avenue Woodside View	-1.83378	53.82912	Cottingley (Bradford)
45020563	Airedale Avenue Rycroft Avenue	-1.831	53.82892	Cottingley (Bradford)
45020564	Airedale Avenue Rycroft Avenue	-1.83097	53.82886	Cottingley (Bradford)
45020565	Manor Road Airedale Avenue	-1.82849	53.82977	Cottingley (Bradford)
45020566	Manor Road Rycroft Avenue	-1.82654	53.82939	Cottingley (Bradford)
45020567	Manor Road Carnoustie Grove	-1.82628	53.82931	Cottingley (Bradford)
45020568	Manor Road Bradford Old Road	-1.82156	53.83004	Cottingley (Bradford)
45020569	Cottingley Moor Road Florida Road	-1.83092	53.81879	Sandy Lane (W Yorks)
45020570	Cottingley Road Meadow Court	-1.83236	53.81621	Sandy Lane (W Yorks)
45020571	Cottingley Road Sandy Lane	-1.83259	53.81586	Sandy Lane (W Yorks)
45020572	Cottingley Road Wilsden Road	-1.83322	53.81415	Sandy Lane (W Yorks)
45020573	Cottingley Road Haworth Road	-1.83304	53.81392	Sandy Lane (W Yorks)
45020574	Haworth Road Bay of Biscay	-1.82692	53.81596	Sandy Lane (W Yorks)
45020575	Haworth Road Chellow Heights Farm	-1.82682	53.81588	Sandy Lane (W Yorks)
45020576	Haworth Road Stoney Bridge Avenue	-1.82284	53.8163	Sandy Lane (W Yorks)
45020577	Haworth Road Stoney Ridge Avenue	-1.82215	53.81636	Sandy Lane (W Yorks)
45020578	Haworth Road Heather Grove	-1.82042	53.81615	Sandy Lane (W Yorks)
45020579	Haworth Road Heather Grove	-1.8186	53.81614	Sandy Lane (W Yorks)
45020580	Haworth Road Brantwood Drive	-1.81634	53.81585	Sandy Lane (W Yorks)
45020581	Haworth Road Lynfield Drive	-1.81421	53.8159	Daisy Hill (Bradford)
45020582	Haworth Road Lynfield Drive	-1.81389	53.81572	Daisy Hill (Bradford)
45020583	Haworth Road Thorn Drive	-1.81037	53.81551	Daisy Hill (Bradford)
45020584	Haworth Road Thorn Drive	-1.81002	53.81559	Daisy Hill (Bradford)
45020585	Haworth Road Sowden Road	-1.80632	53.81522	Daisy Hill (Bradford)
45020586	Haworth Road Heights Lane	-1.80578	53.8153	Daisy Hill (Bradford)
45020587	Haworth Road High Park Drive	-1.80181	53.81505	Daisy Hill (Bradford)
45020588	Haworth Road High Park Drive	-1.80156	53.81492	Daisy Hill (Bradford)
45020589	Heights Lane High Park Drive	-1.80456	53.81344	Daisy Hill (Bradford)
45020590	Heights Lane	-1.80444	53.81278	Daisy Hill (Bradford)
45020591	Heights Lane Duchy Drive	-1.80362	53.81092	Daisy Hill (Bradford)
45020592	Heights Lane Daisy Hill Grove	-1.80361	53.81031	Daisy Hill (Bradford)
45020593	Daisy Hill Back Lane Daisy Hill Lane	-1.8026	53.80884	Daisy Hill (Bradford)
45020594	Daisy Hill Back Lane Daisy Hill Lane	-1.80203	53.80879	Daisy Hill (Bradford)
45020595	Smith Lane Southdown Close	-1.79912	53.80795	Daisy Hill (Bradford)
45020596	Smith Lane Locarno Avenue	-1.79771	53.80758	Daisy Hill (Bradford)
45020597	Smith Lane Unwin Place	-1.79712	53.80759	Daisy Hill (Bradford)
45020598	Smith Lane Conistone Grove	-1.79387	53.80726	Daisy Hill (Bradford)
45020599	Smith Lane Haslingden Drrive	-1.79273	53.80743	Daisy Hill (Bradford)
45020600	Leylands Lane Toller Lane	-1.79382	53.81227	Heaton (Bradford)
45020601	Shop Lane Orchard Road	-1.72748	53.65664	Kirkheaton (Huddersfield)
45020602	New Road Bankfield Lane	-1.72906	53.65876	Kirkheaton (Huddersfield)
45020603	New Road Willowbank Grove	-1.73058	53.66062	Kirkheaton (Huddersfield)
45020604	New Road Ryedale	-1.73201	53.66305	Kirkheaton (Huddersfield)
45020605	New Road Upper Heaton Lane	-1.73297	53.66715	Upper Heaton
45020606	Moorside Road Meadow Park	-1.72769	53.66445	Upper Heaton
45020607	Moor Side Road Heaton Drive	-1.72665	53.66185	Kirkheaton (Huddersfield)
45020608	Moor Side Road Town Road	-1.72611	53.66036	Kirkheaton (Huddersfield)
45020609	Highgate Lane Cockley Hill Lane	-1.71368	53.659	Upper Hopton
45020610	Bellstring Lane Hopton Hall Lane	-1.70598	53.65656	Upper Hopton
45020611	Hopton Hall Lane Elmwood Close	-1.70244	53.65871	Upper Hopton
45020612	Jackroyd Lane Hill Top Crescent	-1.70484	53.66186	Upper Hopton
45020613	Jackroyd Lane Hopton Hall Lane	-1.70458	53.66191	Upper Hopton
45020614	Jackroyd Lane Cricket Club	-1.70763	53.66316	Upper Hopton
45020615	Jackroyd Lane Old Post Office	-1.70835	53.66369	Upper Hopton
45020616	Knowl Road Town Hall Street	-1.69122	53.67465	Mirfield
45020617	Knowl Road St Pauls Road	-1.69255	53.67638	Mirfield
45020618	Knowl Road Doctor Lane	-1.69421	53.67737	Mirfield
45020619	Knowl Road Chapel Street	-1.69595	53.67781	Mirfield
45020620	Knowle Road Knowle Park	-1.69586	53.67791	Mirfield
45020621	Knowl Road The Knowle	-1.69847	53.68049	Kitson Hill
45020622	Knowle Road The Knowle	-1.69817	53.68037	Kitson Hill
45020623	Water Royd Lane Water Royd Avenue	-1.69742	53.68205	Kitson Hill
45020624	Water Royd Lane Water Royd Crescent	-1.69784	53.68285	Mirfield
45020625	Saville Arms Water Royd Lane	-1.6981	53.68394	Kitson Hill
45020626	Saville Arms Water Royd Lane	-1.6981	53.68367	Kitson Hill
45020627	Old Bank Road Sunny Bank Avenue	-1.69353	53.68802	Crossley
45020628	Old Bank Road Sunny Bank Avenue	-1.69335	53.68798	Mirfield
45020629	Kitson Hill Road Kitson Hill Cresent	-1.69842	53.68541	Kitson Hill
45020630	Kitson Hill Road Old Bank Road	-1.69732	53.68541	Kitson Hill
45020631	Kitson Hill Road Southway West Way	-1.70057	53.68558	Kitson Hill
45020632	Kitson Hill Road Kitson Hill Crescent	-1.70216	53.68577	Kitson Hill
45020633	Kitson Hill Road Slipper Lane	-1.70411	53.68577	Kitson Hill
45020634	Kitson Hill Road Farrar Drive	-1.70875	53.68505	Kitson Hill
45020635	Kitson Hill Road Farrar Drive	-1.70837	53.68525	Kitson Hill
45020636	Kitson Hill Road Stocksbank Road	-1.71259	53.6842	Bracken Hill (Mirfield)
45020637	Stocks Bank Road Bracken Close	-1.72014	53.68661	Bracken Hill (Mirfield)
45020638	Stocks Bank Road Bracken Close	-1.71952	53.68626	Bracken Hill (Mirfield)
45020639	Stocks Bank Road Stocks Bank Drive	-1.71665	53.68528	Bracken Hill (Mirfield)
45020640	Stocks Bank Road Stocks Bank Drive	-1.71646	53.68511	Bracken Hill (Mirfield)
45020641	Stocks Bank Road Kitson Hill Road	-1.71305	53.6838	Bracken Hill (Mirfield)
45020642	Stocks Bank Road Ford Drive	-1.71185	53.68124	Battyeford
45020643	Nab Lane Monkfield	-1.71081	53.68112	Battyeford
45020644	Nab Lane Farrar Avenue	-1.70585	53.68141	Kitson Hill
45020645	Nab Lane Wilson Road	-1.70204	53.68081	Kitson Hill
45020646	Nab Lane Back Knowl Road	-1.70118	53.68077	Kitson Hill
45020647	Nettleton Road Wilson Avenue	-1.70083	53.67884	Mirfield
45020648	Nettleton Road Littlemoor Grove	-1.69907	53.67728	Mirfield
45020649	Nettleton Road Littlemoor Grove	-1.69934	53.67735	Mirfield
45020650	Nettleton Road Littlemoor Grove	-1.69799	53.67648	Mirfield
45020651	Back Knowl Road Works	-1.69945	53.68131	Kitson Hill
45020652	Lee Green Saville Court	-1.69151	53.68447	Crossley
45020653	Lee Green Saville Court	-1.69192	53.68445	Crossley
45020654	M3 Market Street	-1.75265	53.79373	Bradford City Centre
45020655	Market Street M8	-1.75257	53.79356	Bradford City Centre
45020656	Market Street M9	-1.75271	53.79344	Bradford City Centre
45020657	Market Street M4	-1.75225	53.79409	Bradford City Centre
45020658	Market Street M5	-1.75202	53.79436	Bradford City Centre
45020659	M6	-1.75172	53.79449	Bradford City Centre
45020660	M6A	-1.75201	53.79416	Bradford City Centre
45020661	M7	-1.75217	53.79399	Bradford City Centre
45020662	H1 Hall Ings Magistrates Courts	-1.75331	53.79143	Bradford City Centre
45020663	Wakefield Road Tandem Way	-1.73255	53.64511	Waterloo (Huddersfield)
45020664	Wakefield Road Tandem Way	-1.73142	53.64513	Waterloo (Huddersfield)
45020665	Wakefield Road Quarry Lane	-1.72902	53.64388	Waterloo (Huddersfield)
45020666	Wakefield Road Fenay Bridge Road	-1.72689	53.64239	Lepton
45020667	Wakefield Road Lascelles Hall Road	-1.72569	53.64198	Fenay Bridge
45020668	Wakefield Road Chimney Lane	-1.72186	53.64048	Fenay Bridge
45020669	Wakefield Road Oak Tree Road	-1.71861	53.6366	Fenay Bridge
45020670	Wakefield Road Greave House Terrace	-1.71601	53.63495	Fenay Bridge
45020671	Wakefield Road	-1.70889	53.6346	Lepton
45020672	Lepton Rowley Lane	-1.70822	53.63469	Lepton
45020673	Wakefield Road	-1.70327	53.63391	Lepton
45020674	Wakefield Road	-1.70334	53.63379	Lepton
45020675	Lepton Rowley Lane	-1.69987	53.63299	Lepton
45020676	Wakefield Road Pond Lane	-1.69561	53.63242	Lepton
45020677	Wakefield Road Lepton Square	-1.68862	53.63286	Lepton
45020678	Wakefield Road	-1.68048	53.63319	Grange Moor
45020679	Wakefield Road Liley Lane	-1.67091	53.63481	Grange Moor
45020680	Wakefield Road Blacksmith Arms	-1.66699	53.63534	Grange Moor
45020681	Wakefield Road Barnsley Road	-1.66693	53.63521	Grange Moor
45020682	Long Tongue Scrog Lane Healey Green Lane	-1.70139	53.64854	Houses Hill
45020683	Addle Croft Lane Sands Lane	-1.70458	53.64525	Houses Hill
45020684	Botany Lane Lucy Lane	-1.70757	53.6431	Houses Hill
45020685	Botany Lane Lucy Lane	-1.70589	53.64089	Lepton
45020686	Botany Lane Knotty Lane	-1.69743	53.63655	Lepton
45020687	Town End Lane Pinfold Lane	-1.69488	53.63439	Lepton
45020688	Pinfold Lane Wakefield Road	-1.69341	53.63283	Lepton
45020689	Barnsley Road Crows Nest	-1.66245	53.63201	Grange Moor
45020690	Barnsley Road Haigh Lane	-1.64804	53.62964	Flockton
45020691	Barnsley Road Doctor Lane	-1.64285	53.6299	Flockton
45020692	Barnsley Road Providential Street	-1.63987	53.62995	Flockton
45020693	Barnsley Road Parkside	-1.63438	53.63095	Flockton
45020694	Barnsley Road Parkside	-1.63345	53.63143	Flockton
45020695	Barnsley Road Mill Lane	-1.6303	53.63196	Flockton
45020696	Barnsley Road Hardcastle Lane	-1.6259	53.63294	Flockton
45020697	Barnsley Road Hardcastle Lane	-1.62609	53.63279	Flockton
45020698	Pinfold Lane Pinfold Close	-1.63665	53.62967	Flockton
45020699	Rectory Lane Grange Drive	-1.62862	53.61792	Emley
45020700	Church Street School Lane	-1.63068	53.61552	Emley
45020701	Emley Cross	-1.63294	53.61389	Emley
45020702	Emley Cross - Church Street	-1.63342	53.61374	Emley
45020703	Emley Cross Upper Lane	-1.63261	53.61353	Emley
45020704	Upper Lane Church Street	-1.6332	53.6135	Emley
45020705	Upper Lane Savile Avenue	-1.62895	53.61302	Emley
45020706	Upper Lane Savile Avenue	-1.62877	53.61295	Emley
45020707	Glebe Close Upper Lane	-1.62694	53.6134	Emley
45020708	School Lane Savile Avenue	-1.62779	53.61436	Emley
45020709	School Lane Savile Avenue	-1.62772	53.61444	Emley
45020710	Leys Lane	-1.64153	53.61253	Emley
45020711	Station Road	-1.64994	53.59746	Skelmanthorpe
45020712	Station Road Savile Road	-1.65272	53.59526	Skelmanthorpe
45020713	Chapel Lane Stringer House Lane	-1.64677	53.61391	Emley
45020714	Busker Lane Wakefield Road	-1.62747	53.58921	Scissett
45020715	Busker Lane Scissett Mount Oap Home	-1.62933	53.58921	Scissett
45020716	Busker Lane East Fold	-1.63357	53.58952	Scissett
45020717	Windmill Crescent - Highbridge Lane	-1.63935	53.58847	Skelmanthorpe
45020718	Commercial Road Windmill Crescent	-1.63929	53.58876	Skelmanthorpe
45020719	Meadow View New Lane	-1.64353	53.58767	Skelmanthorpe
45020720	Matherville Estate - Smithy Lane	-1.64946	53.58785	Skelmanthorpe
45020721	Matherville Manorstead	-1.64691	53.58788	Skelmanthorpe
45020722	Manorstead Manor Drive	-1.6469	53.58835	Skelmanthorpe
45020723	Manor Rise - Manor Stead	-1.64725	53.58878	Skelmanthorpe
45020724	Matherville Estate Smithy Lane	-1.64908	53.58885	Skelmanthorpe
45020725	Commercial Road New Lane	-1.64352	53.59	Skelmanthorpe
45020726	Commercial Road Barrowstead	-1.64494	53.59027	Skelmanthorpe
45020727	Commercial Road Barrowstead	-1.64551	53.5905	Skelmanthorpe
45020728	Commercial Road Queen Street	-1.64826	53.59118	Skelmanthorpe
45020729	Commercial Road Queen Street	-1.64856	53.59144	Skelmanthorpe
45020730	Commercial Road New Street	-1.65224	53.59161	Skelmanthorpe
45020731	The Grove Inn	-1.65396	53.59141	Skelmanthorpe
45020732	The Grove Inn	-1.65482	53.59148	Skelmanthorpe
45020733	Huddersfield Road Reservoir view	-1.66112	53.59231	Skelmanthorpe
45020734	Huddersfield Road Skelmanthorpe	-1.66154	53.59251	Skelmanthorpe
45020735	Huddersfield Road Shelley High School	-1.6654	53.5934	Skelmanthorpe
45020736	High School Huddersfield Road	-1.66525	53.59348	Skelmanthorpe
45020737	Huddersfield Road Shelley Woodhouse Lane	-1.67102	53.59488	Shelley (Denby Dale)
45020738	Huddersfield Road Moseley Lane	-1.67597	53.59638	Shelley (Denby Dale)
45020739	Huddersfield Road Woodhome Field	-1.67645	53.59669	Shelley (Denby Dale)
45020740	Huddersfield Road Kirlea	-1.68387	53.59718	Shelley (Denby Dale)
45020741	Huddersfield Road Near Bank	-1.68595	53.59701	Shelley (Denby Dale)
45020742	Huddersfield Road Near Bank	-1.68559	53.59719	Shelley (Denby Dale)
45020743	Far Bank Near Bank	-1.68908	53.5967	Shelley (Denby Dale)
45020744	Far Bank Near Bank	-1.68969	53.59664	Shelley (Denby Dale)
45020745	Huddersfield Road Back Lane	-1.69243	53.59718	Shelley (Denby Dale)
45020746	Huddersfield Road Doctor Lane	-1.69291	53.59768	Shelley (Denby Dale)
45020747	Far Bank Doctor Lane	-1.6937	53.59723	Shelley (Denby Dale)
45020748	Shelley - Far Bank	-1.69643	53.59611	Shelley (Denby Dale)
45020749	Far Bank Penistone Road	-1.69871	53.5941	Shelley (Denby Dale)
45020750	Huddersfield Road Westerly Way	-1.69401	53.59919	Shelley (Denby Dale)
45020751	Huddersfield Road Westerly Way	-1.69363	53.5987	Shelley (Denby Dale)
45020752	Huddersfield Road Cross Lane	-1.69724	53.60355	Kirkburton
45020753	Huddersfield Road Shelley Lane Estate	-1.70066	53.60657	Kirkburton
45020754	Huddersfield Road Shelley Lane Estate	-1.70056	53.60658	Kirkburton
45020755	Huddersfield Road Church Green	-1.70135	53.60907	Kirkburton
45020756	George Street Low Gate	-1.70214	53.6094	Kirkburton
45020757	George Street North Road	-1.70276	53.6109	Kirkburton
45020758	North Road Hallas Road	-1.70308	53.61112	Kirkburton
45020759	North Road Liberal Club	-1.70538	53.61285	Kirkburton
45020760	North Road Liberal Club	-1.70532	53.61295	Kirkburton
45020761	North Road Slant Gate	-1.70986	53.61419	Highburton
45020762	Riley Lane - Causeway Foot	-1.71081	53.60741	Kirkburton
45020763	Turnshaw Road North Road	-1.7021	53.61052	Kirkburton
45020764	Turnshaw Road George Street	-1.70219	53.61036	Kirkburton
45020765	Turnshaw Road School Hill	-1.70012	53.61072	Kirkburton
45020766	Turnshaw Road School Hill	-1.6992	53.61067	Kirkburton
45020767	Turnshaw Road Turnshaw Avenue	-1.69663	53.61235	Kirkburton
45020768	Turnshaw Road Paddock Road	-1.69463	53.6129	Kirkburton
45020769	Paddock Road The Crescent	-1.69514	53.61408	Kirkburton
45020770	Paddock Road The Crescent	-1.69496	53.61406	Kirkburton
45020771	Paddock Road Moor Lane	-1.69659	53.61746	Kirkburton
45020772	Moor Lane Cotswold Mews	-1.70363	53.61714	Highburton
45020773	Moor Lane Burton Acres Way	-1.70705	53.61799	Highburton
45020774	Highburton Co-op	-1.7092	53.61831	Highburton
45020775	Town Gate Burton Acres Lane	-1.71018	53.61788	Highburton
45020776	Towngate Hall Lane	-1.71115	53.61813	Highburton
45020777	Far Dene Primrose Lane	-1.71436	53.61865	Highburton
45020778	Far Dene Primrose Lane	-1.71516	53.61913	Dean Bottom
45020779	Far Dene Penistone Road	-1.71648	53.61941	Dean Bottom
45020780	Paul Lane Wakefield Road	-1.67677	53.63162	Grange Moor
45020781	Paul Lane Linfit Lane	-1.67574	53.62629	Flockton
45020782	Paul Lane Linfit Lane	-1.67621	53.62656	Flockton
45020783	Lenacre Lane Westfield Lane	-1.66772	53.62145	Emley Moor
45020784	Westfield Lane Windmill Hill Lane	-1.66172	53.61856	Emley Moor
45020785	Jagger Lane	-1.67055	53.61291	Roydhouse
45020786	Thorncliff Green Road	-1.68054	53.61339	Roydhouse
45020787	Thorncliff Green Road	-1.68288	53.61342	Roydhouse
45020788	Thorncliff Green Road	-1.68571	53.61342	Roydhouse
45020789	Hallas Lane	-1.6917	53.61304	Kirkburton
45020790	Grove Inn Cumberworth Road	-1.65537	53.59116	Skelmanthorpe
45020791	Cumberworth Road Dene Road	-1.659	53.58917	Skelmanthorpe
45020792	Ponker Lane Shelley Woodhouse Lane	-1.66628	53.58385	Lower Cumberworth
45020793	Lower Cumberworth Foresters	-1.66592	53.58174	Lower Cumberworth
45020794	Lower Cumberworth Cumberworth Lane	-1.66586	53.58079	Lower Cumberworth
45020795	Cumberworth Lane Top Road	-1.66939	53.58005	Lower Cumberworth
45020796	Cumberworth Lane Eunice Lane	-1.68132	53.57594	Upper Cumberworth
45020797	Cumberworth Lane Witther Wood	-1.66408	53.57938	Lower Cumberworth
45020798	White Hart Cumberworth Lane	-1.65686	53.57361	Denby Dale
45020799	Denby Dale White Hart	-1.65697	53.57343	Denby Dale
45020800	Wakefield Road Park Road	-1.61236	53.59884	Clayton West
45020801	Wakefield Road Park Road	-1.61274	53.59876	Clayton West
45020802	Wakefield Road Park Mill Way	-1.61626	53.59627	Clayton West
45020803	Wakefield Road Albert Road	-1.61718	53.59556	Clayton West
45020804	Wakefield Road Victoria Street	-1.61793	53.59483	Clayton West
45020805	Scissett Wakefield Road	-1.62103	53.59263	Scissett
45020806	Wakefield Road Sunnymead	-1.62132	53.59227	Clayton West
45020807	Wakefield Road Crown Street	-1.62617	53.58872	Scissett
45020808	Scissett Church Wakefield Road	-1.62661	53.58855	Scissett
45020809	Wakefield Road Bagden Lane	-1.62929	53.58665	Scissett
45020810	Wakefield Road Highbridge Lane	-1.62892	53.58697	Scissett
45020811	Wakefield Road Kitchenroyd Terrace	-1.63767	53.58187	Scissett
45020812	Wakefield Road Weavers Walk	-1.64218	53.57905	Denby Dale
45020813	Wakefield Road Gilthwaites Lane	-1.64861	53.57542	Denby Dale
45020814	Wakefield Road Cuckstool Road	-1.64958	53.57494	Denby Dale
45020815	Wakefield Road School Lane	-1.65225	53.57398	Denby Dale
45020816	Wakefield Road Club Ph	-1.65238	53.57408	Denby Dale
45020817	Wakefield Road Leak Hall Road	-1.65341	53.57369	Denby Dale
45020818	Wakefield Road Miller Hill	-1.65516	53.57302	Denby Dale
45020819	Wakefield Road Wesley Terrace	-1.6565	53.57277	Denby Dale
45020820	Wakefield Road Wood Nook	-1.65876	53.57248	Denby Dale
45020821	Wakefield Road Railway Station	-1.66098	53.57184	Denby Dale
45020822	Wakefield Road Railway Station	-1.66142	53.57184	Denby Dale
45020823	Wakefield Road Barnsley Road	-1.6697	53.57066	Denby Dale
45020824	Barnsley Road Wakefield Road	-1.67141	53.5704	Denby Dale
45020825	Barnsley Road Eunice Lane	-1.68026	53.57276	Upper Cumberworth
45020826	Barnsley Road Cumberworth Road	-1.686	53.57464	Upper Cumberworth
45020827	Cumberworth Lane Dearnfield	-1.6845	53.57519	Upper Cumberworth
45020828	Barnsley Road Cumberworth Way	-1.6872	53.57479	Upper Cumberworth
45020829	Barnsley Road Rowgate	-1.69102	53.57558	Upper Cumberworth
45020830	S1 Sunbridge Road	-1.75421	53.79346	Bradford City Centre
45020831	S2 Sunbridge Road	-1.75453	53.7935	Bradford City Centre
45020832	S3 Sunbridge Road	-1.75483	53.79354	Bradford City Centre
45020833	S6 Sunbridge Road	-1.75447	53.79361	Bradford City Centre
45020834	S7 Sunbridge Road	-1.75395	53.79351	Bradford City Centre
45020835	SUNBRIDGE ROAD	-1.75485	53.79366	Bradford City Centre
45020836	S4 Sunbridge Road	-1.75521	53.79359	Bradford City Centre
45020837	S5 Sunbridge Road Queen Anne Chambers	-1.75574	53.79366	Bradford City Centre
45020838	SUNBRIDGE ROAD	-1.75527	53.7936	Bradford City Centre
45020839	SUNBRIDGE ROAD	-1.75556	53.79364	Bradford City Centre
45020840	S14 Bridge Street	-1.75182	53.79272	Bradford City Centre
45020841	H10 Bridge Street Gala Casino	-1.75112	53.79237	Bradford City Centre
45020842	Barnsley Road Jane Well	-1.69573	53.57575	Upper Cumberworth
45020843	Barnsley Road Wakefield Road	-1.66952	53.57034	Denby Dale
45020844	Barnsley Road - Denby Dale	-1.66401	53.57006	Denby Dale
45020845	Barnsley Road Wallroyds	-1.66097	53.56973	Denby Dale
45020846	Barnsley Road Bank Lane	-1.6592	53.56962	Denby Dale
45020847	Barnsley Road Broombank	-1.65821	53.56931	Denby Dale
45020848	Barnsley Road Inkerman Court	-1.65363	53.56898	Denby Dale
45020849	Barnsley Road - Denby Dale	-1.65295	53.56896	Denby Dale
